City_ID,City,Country,Max_Temp,Weather_Description,Lat,Lng,Hotel Name
1488,ushuaia,AR,42.8,scattered clouds,-54.8,-68.3,Albatros Hotel
1492,olafsvik,IS,42.78,light rain,64.89,-23.71,Hotel Olafsvik
1493,ushuaia,AR,42.8,scattered clouds,-54.8,-68.3,Albatros Hotel
1496,registro,BR,65.46,scattered clouds,-24.49,-47.84,Régis Hotel
1497,ushuaia,AR,42.8,scattered clouds,-54.8,-68.3,Albatros Hotel
1498,punta arenas,CL,42.8,clear sky,-53.15,-70.92,Hotel Dreams Del Estrecho
1499,puerto ayora,EC,68.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1500,cape town,ZA,64.0,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
1513,torbay,CA,46.99,few clouds,47.67,-52.73,Gallows Cove
1515,sitka,US,37.4,broken clouds,57.05,-135.33,Westmark Sitka
1516,vilaka,LV,50.92,overcast clouds,57.18,27.67,"Kultūrvēsturiskā lauku sēta ""Vēršukalns"""
1519,suntar,RU,38.16,overcast clouds,62.14,117.63,Gostevoy Dom
1520,tocopilla,CL,61.68,scattered clouds,-22.09,-70.2,Hotel Galvarino
1521,albany,US,57.99,overcast clouds,42.6,-73.97,
1523,ushuaia,AR,42.8,scattered clouds,-54.8,-68.3,Albatros Hotel
1525,changji,CN,51.8,clear sky,44.02,87.32,Lvye Holiday Resort
1527,ushuaia,AR,42.8,scattered clouds,-54.8,-68.3,Albatros Hotel
1528,takhtamygda,RU,31.53,clear sky,54.1,123.57,
1530,praia da vitoria,PT,59.0,few clouds,38.73,-27.07,Hotel Branco I
1531,bluff,NZ,64.0,light rain,-46.6,168.33,Bluff Homestead - Guesthouse & Campervan Park
1532,waipawa,NZ,64.99,overcast clouds,-41.41,175.52,Tora Coastal Walk
1533,bredasdorp,ZA,64.4,overcast clouds,-34.53,20.04,Bredasdorp Country Manor
1537,ushuaia,AR,42.8,scattered clouds,-54.8,-68.3,Albatros Hotel
1538,ushuaia,AR,42.8,scattered clouds,-54.8,-68.3,Albatros Hotel
1540,port alfred,ZA,68.09,overcast clouds,-33.59,26.89,The Halyards Hotel
1543,los alamos,US,60.8,clear sky,35.89,-106.31,Holiday Inn Express & Suites Los Alamos Entrada Park
1544,parabel,RU,29.3,overcast clouds,58.7,81.48,Housing Complex Gazprom Transgaz Tomsk
1545,port alfred,ZA,68.09,overcast clouds,-33.59,26.89,The Halyards Hotel
1547,lebu,CL,47.34,clear sky,-37.62,-73.65,Hostal Las Lilas
1549,pisco,PE,63.0,clear sky,-13.7,-76.22,Hostal San Isidro Oficial
1551,hasaki,JP,69.8,broken clouds,35.73,140.83,Inubosaki Kanko Hotel
1555,bethel,US,64.4,mist,41.37,-73.41,Courtyard by Marriott Danbury
1556,bredasdorp,ZA,64.4,overcast clouds,-34.53,20.04,Bredasdorp Country Manor
1558,calella,ES,64.99,scattered clouds,41.62,2.67,Hotel htop Calella Palace Family & Spa
1560,shelburne,CA,51.01,overcast clouds,44.08,-80.2,The Retreat at the Farm
1563,jamestown,US,60.8,clear sky,42.1,-79.24,Hampton Inn & Suites Jamestown
1564,esperance,AU,55.4,overcast clouds,-33.87,121.9,Hospitality Esperance
1566,hauterive,FR,60.8,clear sky,46.09,3.45,Aletti Palace Hotel
1567,ushuaia,AR,42.8,scattered clouds,-54.8,-68.3,Albatros Hotel
1568,beroroha,MG,69.84,clear sky,-21.67,45.17,
1569,port alfred,ZA,68.09,overcast clouds,-33.59,26.89,The Halyards Hotel
1570,ahipara,NZ,67.96,few clouds,-35.17,173.17,Ahipara Holiday Park
1571,torbay,CA,46.99,few clouds,47.67,-52.73,Gallows Cove
1572,ashibetsu,JP,60.8,light intensity shower rain,43.51,142.19,Kamiashibetsu Park
1573,saint-augustin,CA,34.99,clear sky,51.23,-58.65,
1575,barrow,US,33.8,mist,71.29,-156.79,King Eider Inn
1576,punta arenas,CL,42.8,clear sky,-53.15,-70.92,Hotel Dreams Del Estrecho
1577,thompson,CA,26.6,light snow,55.74,-97.86,Burntwood Hotel
1579,forestville,US,69.8,clear sky,38.85,-76.88,Quality Inn
1580,severo-kurilsk,RU,47.43,clear sky,50.68,156.12,Kak Doma
1582,changli,CN,54.28,clear sky,39.7,119.15,7Days Inn Qinhuangdao Changli Jieyang Street
1584,tuktoyaktuk,CA,26.6,light snow,69.45,-133.04,End of The Road Ltd.
1585,whitianga,NZ,63.7,broken clouds,-36.83,175.7,Beachside Resort Whitianga
1586,port alfred,ZA,68.09,overcast clouds,-33.59,26.89,The Halyards Hotel
1587,cape town,ZA,64.0,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
1588,constantine,DZ,57.2,clear sky,36.37,6.61,Grand Hotel Cirta
1589,waipawa,NZ,64.99,overcast clouds,-41.41,175.52,Tora Coastal Walk
1590,grindavik,IS,42.8,moderate rain,63.84,-22.43,Northern Light Inn & Max's Restaurant
1591,esperance,AU,55.4,overcast clouds,-33.87,121.9,Hospitality Esperance
1594,albany,US,57.99,overcast clouds,42.6,-73.97,
1595,kropotkin,RU,50.16,light rain,45.44,40.58,Hotel Europe Kropotkin
1596,cidreira,BR,66.85,overcast clouds,-30.18,-50.21,Hotel Castelo
1599,tuktoyaktuk,CA,26.6,light snow,69.45,-133.04,End of The Road Ltd.
1603,chuy,UY,60.96,overcast clouds,-33.7,-53.46,Nuevo Hotel Plaza
1604,ushuaia,AR,42.8,scattered clouds,-54.8,-68.3,Albatros Hotel
1605,port elizabeth,ZA,66.2,mist,-33.92,25.57,39 On Nile Guest House
1606,sorland,NO,40.98,overcast clouds,67.67,12.69,Sjybrygga fiskecamp
1608,ponta do sol,PT,64.4,few clouds,32.67,-17.1,Hotel do Campo
1609,thompson,CA,26.6,light snow,55.74,-97.86,Burntwood Hotel
1612,klaksvik,FO,44.6,overcast clouds,62.23,-6.59,Airbnb rooms
1614,thompson,CA,26.6,light snow,55.74,-97.86,Burntwood Hotel
1616,tuktoyaktuk,CA,26.6,light snow,69.45,-133.04,End of The Road Ltd.
1617,raudeberg,NO,42.01,clear sky,61.99,5.14,Nordre Silda.
1622,carbonia,IT,70.0,scattered clouds,39.17,8.52,Lu 'Hotel
1623,hermanus,ZA,63.0,broken clouds,-34.42,19.23,Misty Waves Boutique Hotel
1625,hobart,AU,68.0,broken clouds,-42.88,147.33,St Ives Hobart Accommodation Tasmania
1628,codrington,AU,60.04,overcast clouds,-38.27,141.97,Codrington Gardens Bed And Breakfast
1629,balkhash,KZ,41.0,scattered clouds,46.84,74.98,Family
1631,horasan,TR,42.8,clear sky,40.05,42.17,Horasan Öğretmenevi
1633,hobart,AU,68.0,broken clouds,-42.88,147.33,St Ives Hobart Accommodation Tasmania
1634,punta arenas,CL,42.8,clear sky,-53.15,-70.92,Hotel Dreams Del Estrecho
1635,port elizabeth,ZA,66.2,mist,-33.92,25.57,39 On Nile Guest House
1636,mataura,NZ,64.0,moderate rain,-46.19,168.86,Ellie's Villa
1637,pevek,RU,29.3,few clouds,69.7,170.31,Severnoye Zoloto
1638,hermanus,ZA,63.0,broken clouds,-34.42,19.23,Misty Waves Boutique Hotel
1641,mataura,NZ,64.0,moderate rain,-46.19,168.86,Ellie's Villa
1642,mehamn,NO,36.23,overcast clouds,71.04,27.85,Mehamn Arctic Hotel AS
1643,bredasdorp,ZA,64.4,overcast clouds,-34.53,20.04,Bredasdorp Country Manor
1644,mamakan,RU,33.49,overcast clouds,57.82,114.0,
1647,zabaykalsk,RU,37.67,clear sky,49.63,117.32,Gostinitsa Zolotoy Drakon
1648,castro,BR,60.66,broken clouds,-24.79,-50.01,CHACARA BAILLY
1653,new norfolk,AU,68.0,overcast clouds,-42.78,147.06,The Shingles Riverside Cottages
1654,lebu,CL,47.34,clear sky,-37.62,-73.65,Hostal Las Lilas
1656,mataura,NZ,64.0,moderate rain,-46.19,168.86,Ellie's Villa
1662,thompson,CA,26.6,light snow,55.74,-97.86,Burntwood Hotel
1667,mataura,NZ,64.0,moderate rain,-46.19,168.86,Ellie's Villa
1668,pacific grove,US,59.0,overcast clouds,36.62,-121.92,Lovers Point Inn
1670,punta arenas,CL,42.8,clear sky,-53.15,-70.92,Hotel Dreams Del Estrecho
1674,mataura,NZ,64.0,moderate rain,-46.19,168.86,Ellie's Villa
1675,perevolotskiy,RU,26.08,scattered clouds,51.88,54.19,GRAND OASIS
1679,berlevag,NO,36.93,overcast clouds,70.86,29.09,Kvitbrakka
1681,porto salvo,PT,59.0,clear sky,38.72,-9.3,Lagoas Park Hotel
1684,bure,ET,54.21,broken clouds,10.7,37.07,Holiday
1686,bredasdorp,ZA,64.4,overcast clouds,-34.53,20.04,Bredasdorp Country Manor
1688,tasiilaq,GL,37.4,overcast clouds,65.61,-37.64,The Red House
1689,bethel,US,64.4,mist,41.37,-73.41,Courtyard by Marriott Danbury
1691,tuktoyaktuk,CA,26.6,light snow,69.45,-133.04,End of The Road Ltd.
1692,san jose,US,64.99,few clouds,37.34,-121.89,The Westin San Jose
1693,ushuaia,AR,42.8,scattered clouds,-54.8,-68.3,Albatros Hotel
1695,klaksvik,FO,44.6,overcast clouds,62.23,-6.59,Airbnb rooms
1696,lata,PT,57.0,few clouds,40.16,-8.33,Casa Maquia
1697,ushuaia,AR,42.8,scattered clouds,-54.8,-68.3,Albatros Hotel
1698,vila,PT,50.0,scattered clouds,42.03,-8.16,Hotel Castrum Villae
1699,lebu,CL,47.34,clear sky,-37.62,-73.65,Hostal Las Lilas
1700,ushuaia,AR,42.8,scattered clouds,-54.8,-68.3,Albatros Hotel
1701,punta arenas,CL,42.8,clear sky,-53.15,-70.92,Hotel Dreams Del Estrecho
1705,never,FR,57.2,moderate rain,46.99,3.16,Hôtel Kyriad
1706,nome,US,41.0,clear sky,64.5,-165.41,Dredge 7 Inn
1707,ushuaia,AR,42.8,scattered clouds,-54.8,-68.3,Albatros Hotel
1710,barrow,US,33.8,mist,71.29,-156.79,King Eider Inn
1711,leningradskiy,RU,30.15,clear sky,69.38,178.42,
1714,ushuaia,AR,42.8,scattered clouds,-54.8,-68.3,Albatros Hotel
1715,los llanos de aridane,ES,68.0,few clouds,28.66,-17.92,Valle Aridane
1720,chapais,CA,30.2,overcast clouds,49.78,-74.85,Hôtel Opémiska
1721,balkhash,KZ,41.0,scattered clouds,46.84,74.98,Family
1722,ushuaia,AR,42.8,scattered clouds,-54.8,-68.3,Albatros Hotel
1724,wuwei,CN,50.0,clear sky,37.93,102.64,Thank Inn Chain Hotel gansu wuwei liangzhou district xiguan middle road
1725,bethel,US,64.4,mist,41.37,-73.41,Courtyard by Marriott Danbury
1726,ponta do sol,PT,64.4,few clouds,32.67,-17.1,Hotel do Campo
1728,puerto ayora,EC,68.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1729,pacific grove,US,59.0,overcast clouds,36.62,-121.92,Lovers Point Inn
1736,ammon,US,28.99,clear sky,43.47,-111.97,Holiday Inn Express & Suites Idaho Falls
1737,troy,US,57.0,broken clouds,42.61,-83.15,Embassy Suites by Hilton Detroit Troy Auburn Hills
1740,new norfolk,AU,68.0,overcast clouds,-42.78,147.06,The Shingles Riverside Cottages
1741,punta arenas,CL,42.8,clear sky,-53.15,-70.92,Hotel Dreams Del Estrecho
1742,lompoc,US,60.8,clear sky,34.64,-120.46,Holiday Inn Express Lompoc
1744,tuktoyaktuk,CA,26.6,light snow,69.45,-133.04,End of The Road Ltd.
1746,provideniya,RU,39.2,broken clouds,64.38,-173.3,
1747,codrington,AU,60.04,overcast clouds,-38.27,141.97,Codrington Gardens Bed And Breakfast
1748,segovia,ES,48.99,broken clouds,41.17,-4.0,Complejo de turismo Rural A Toca
1751,esperance,AU,55.4,overcast clouds,-33.87,121.9,Hospitality Esperance
1755,hermanus,ZA,63.0,broken clouds,-34.42,19.23,Misty Waves Boutique Hotel
1756,port alfred,ZA,68.09,overcast clouds,-33.59,26.89,The Halyards Hotel
1757,hermanus,ZA,63.0,broken clouds,-34.42,19.23,Misty Waves Boutique Hotel
1758,punta arenas,CL,42.8,clear sky,-53.15,-70.92,Hotel Dreams Del Estrecho
1761,punta arenas,CL,42.8,clear sky,-53.15,-70.92,Hotel Dreams Del Estrecho
1762,puerto ayora,EC,68.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1763,hermanus,ZA,63.0,broken clouds,-34.42,19.23,Misty Waves Boutique Hotel
1767,albany,US,57.99,overcast clouds,42.6,-73.97,
1768,barrow,US,33.8,mist,71.29,-156.79,King Eider Inn
1769,nikolskoye,RU,50.0,overcast clouds,59.7,30.79,Tourist House - Sablino
1771,mataura,NZ,64.0,moderate rain,-46.19,168.86,Ellie's Villa
1772,mataura,NZ,64.0,moderate rain,-46.19,168.86,Ellie's Villa
1773,port alfred,ZA,68.09,overcast clouds,-33.59,26.89,The Halyards Hotel
1774,provideniya,RU,39.2,broken clouds,64.38,-173.3,
1775,pokrovsk,UA,50.74,overcast clouds,48.28,37.18,Druzhba
1777,ushuaia,AR,42.8,scattered clouds,-54.8,-68.3,Albatros Hotel
1781,hobart,AU,68.0,broken clouds,-42.88,147.33,St Ives Hobart Accommodation Tasmania
1782,xai-xai,MZ,68.65,clear sky,-25.05,33.64,Platinum Hotel
1783,new norfolk,AU,68.0,overcast clouds,-42.78,147.06,The Shingles Riverside Cottages
1784,tuktoyaktuk,CA,26.6,light snow,69.45,-133.04,End of The Road Ltd.
1785,barrow,US,33.8,mist,71.29,-156.79,King Eider Inn
1787,zonguldak,TR,53.76,clear sky,41.25,31.83,Süleyman Tez Ev
1788,bluff,NZ,64.0,light rain,-46.6,168.33,Bluff Homestead - Guesthouse & Campervan Park
1789,puerto ayora,EC,68.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1790,port hardy,CA,42.8,overcast clouds,50.7,-127.42,Airport Inn
1791,klaksvik,FO,44.6,overcast clouds,62.23,-6.59,Airbnb rooms
1793,honningsvag,NO,38.03,overcast clouds,70.98,25.97,Nordkapp Vandrerhjem
1795,ampanihy,MG,68.07,clear sky,-24.7,44.75,Angora Hotel
1797,praia da vitoria,PT,59.0,few clouds,38.73,-27.07,Hotel Branco I
1802,leningradskiy,RU,30.15,clear sky,69.38,178.42,
1803,san cristobal,VE,66.6,light rain,7.77,-72.22,Pirineos
1804,leh,IN,37.78,clear sky,34.17,77.58,Hotel Ladakh Greens
1805,faya,SA,57.2,clear sky,18.39,42.45,مقبرة ال مجمل
1806,albany,US,57.99,overcast clouds,42.6,-73.97,
1808,shimoda,JP,69.8,light intensity shower rain,34.67,138.95,Shimoda Tokyu Hotel
1809,hirara,JP,69.8,light intensity shower rain,24.8,125.28,Hotel Atoll Emerald Miyakojima
1813,hobart,AU,68.0,broken clouds,-42.88,147.33,St Ives Hobart Accommodation Tasmania
1814,severo-kurilsk,RU,47.43,clear sky,50.68,156.12,Kak Doma
1815,fortuna,US,53.01,clear sky,40.6,-124.16,Super 8 by Wyndham Fortuna
1816,hermanus,ZA,63.0,broken clouds,-34.42,19.23,Misty Waves Boutique Hotel
1818,tasiilaq,GL,37.4,overcast clouds,65.61,-37.64,The Red House
1819,san cristobal,VE,66.6,light rain,7.77,-72.22,Pirineos
1820,bluff,NZ,64.0,light rain,-46.6,168.33,Bluff Homestead - Guesthouse & Campervan Park
1822,lavrentiya,RU,36.39,clear sky,65.58,-171.0,
1823,kodiak,US,44.6,light rain,57.79,-152.41,Best Western Kodiak Inn and Convention Center
1824,virbalis,LT,52.47,broken clouds,54.63,22.82,
1825,sao joao da barra,BR,69.44,clear sky,-21.64,-41.05,Pousada Porto De Canoas
1827,zhezkazgan,KZ,30.15,clear sky,47.8,67.71,Ul. Ranova 15-1 Kvartiry Posutochno.
1829,pisco,PE,63.0,clear sky,-13.7,-76.22,Hostal San Isidro Oficial
1830,constitucion,CL,50.16,clear sky,-35.33,-72.42,Hotel Boutique Las Azucenas
1832,ushuaia,AR,42.8,scattered clouds,-54.8,-68.3,Albatros Hotel
1834,hermanus,ZA,63.0,broken clouds,-34.42,19.23,Misty Waves Boutique Hotel
1835,bredasdorp,ZA,64.4,overcast clouds,-34.53,20.04,Bredasdorp Country Manor
1837,hobart,AU,68.0,broken clouds,-42.88,147.33,St Ives Hobart Accommodation Tasmania
1838,ushuaia,AR,42.8,scattered clouds,-54.8,-68.3,Albatros Hotel
1840,teya,RU,29.43,overcast clouds,60.38,92.63,
